sent_id	split	source	sentence	tokens_json
s243	train	Mahābhārata	na mama surāḥ prayacchanti bhāgam yajñasya dharmāt	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "surāḥ", "kind": "noun", "lemma": "sura", "slot": "nom:pl"}, {"form": "prayacchanti", "kind": "verb", "lemma": "prayam", "slot": "3:pl"}, {"form": "bhāgam", "kind": "noun", "lemma": "bhāga", "slot": "acc:sg"}, {"form": "yajñasya", "kind": "noun", "lemma": "yajña", "slot": "gen:sg"}, {"form": "dharmāt", "kind": "noun", "lemma": "dharma", "slot": "abl:sg"}]
s244	eval	Mahābhārata	evam guṇāḥ prakṛtyāḥ jāyante ca na santi ca	[{"form": "evam", "kind": "ind", "lemma": "evam", "slot": ""}, {"form": "guṇāḥ", "kind": "noun", "lemma": "guṇa", "slot": "nom:pl"}, {"form": "prakṛtyāḥ", "kind": "noun", "lemma": "prakṛti", "slot": "abl:sg"}, {"form": "jāyante", "kind": "verb", "lemma": "jan", "slot": "3:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "santi", "kind": "verb", "lemma": "as", "slot": "3:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s245	train	Mahābhārata	na ca indriyāṇi paśyanti manaḥ eva atra paśyati	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "indriyāṇi", "kind": "noun", "lemma": "indriya", "slot": "nom:pl"}, {"form": "paśyanti", "kind": "verb", "lemma": "dṛś", "slot": "3:pl"}, {"form": "manaḥ", "kind": "noun", "lemma": "manas", "slot": "nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "atra", "kind": "ind", "lemma": "atra", "slot": ""}, {"form": "paśyati", "kind": "verb", "lemma": "dṛś", "slot": "3:sg"}]
s246	train	Mahābhārata	cakṣuḥ paśyati rūpāṇi manasā tu na cakṣuṣā	[{"form": "cakṣuḥ", "kind": "noun", "lemma": "cakṣus", "slot": "nom:sg"}, {"form": "paśyati", "kind": "verb", "lemma": "dṛś", "slot": "3:sg"}, {"form": "rūpāṇi", "kind": "noun", "lemma": "rūpa", "slot": "acc:pl"}, {"form": "manasā", "kind": "noun", "lemma": "manas", "slot": "ins:sg"}, {"form": "tu", "kind": "ind", "lemma": "tu", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "cakṣuṣā", "kind": "noun", "lemma": "cakṣus", "slot": "ins:sg"}]
s247	eval	Mahābhārata	karmaṇā manasā vācā viṣṇum eva yajanti te	[{"form": "karmaṇā", "kind": "noun", "lemma": "karman", "slot": "ins:sg"}, {"form": "manasā", "kind": "noun", "lemma": "manas", "slot": "ins:sg"}, {"form": "vācā", "kind": "noun", "lemma": "vāc", "slot": "ins:sg"}, {"form": "viṣṇum", "kind": "noun", "lemma": "viṣṇu", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "yajanti", "kind": "verb", "lemma": "yaj", "slot": "3:pl"}, {"form": "te", "kind": "pron", "lemma": "tad", "slot": ""}]
s248	train	Mahābhārata	kṣetram ca tapasām śreṣṭham paśyāmi āśramam uttamam	[{"form": "kṣetram", "kind": "noun", "lemma": "kṣetra", "slot": "acc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "tapasām", "kind": "noun", "lemma": "tapas", "slot": "gen:pl"}, {"form": "śreṣṭham", "kind": "adj", "lemma": "śreṣṭha", "slot": "n:acc:sg"}, {"form": "paśyāmi", "kind": "verb", "lemma": "dṛś", "slot": "1:sg"}, {"form": "āśramam", "kind": "noun", "lemma": "āśrama", "slot": "acc:sg"}, {"form": "uttamam", "kind": "adj", "lemma": "uttama", "slot": "m:acc:sg"}]
s249	eval	Mahābhārata	tasya eva ca prasādena bhaktiḥ utpadyate nṛṇām	[{"form": "tasya", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "prasādena", "kind": "noun", "lemma": "prasāda", "slot": "ins:sg"}, {"form": "bhaktiḥ", "kind": "noun", "lemma": "bhakti", "slot": "nom:sg"}, {"form": "utpadyate", "kind": "verb", "lemma": "utpad", "slot": "3:sg"}, {"form": "nṛṇām", "kind": "noun", "lemma": "nṛ", "slot": "gen:pl"}]
s250	train	Mahābhārata	ardham pāpasya harati puruṣasya iha karmaṇaḥ	[{"form": "ardham", "kind": "noun", "lemma": "ardha", "slot": "acc:sg"}, {"form": "pāpasya", "kind": "noun", "lemma": "pāpa", "slot": "gen:sg"}, {"form": "harati", "kind": "verb", "lemma": "hṛ", "slot": "3:sg"}, {"form": "puruṣasya", "kind": "noun", "lemma": "puruṣa", "slot": "gen:sg"}, {"form": "iha", "kind": "ind", "lemma": "iha", "slot": ""}, {"form": "karmaṇaḥ", "kind": "noun", "lemma": "karman", "slot": "gen:sg"}]
s251	train	Mahābhārata	aśvinoḥ ca eva vahneḥ ca prītiḥ bhavati sarpiṣā	[{"form": "aśvinoḥ", "kind": "noun", "lemma": "aśvin", "slot": "gen:du"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "vahneḥ", "kind": "noun", "lemma": "vahni", "slot": "gen:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "prītiḥ", "kind": "noun", "lemma": "prīti", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}, {"form": "sarpiṣā", "kind": "noun", "lemma": "sarpis", "slot": "ins:sg"}]
s252	train	Mahābhārata	sidhyanti arthāḥ sadā tasya kāryāṇi vividhāni ca	[{"form": "sidhyanti", "kind": "verb", "lemma": "sidh", "slot": "3:pl"}, {"form": "arthāḥ", "kind": "noun", "lemma": "artha", "slot": "nom:pl"}, {"form": "sadā", "kind": "ind", "lemma": "sadā", "slot": ""}, {"form": "tasya", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "kāryāṇi", "kind": "noun", "lemma": "kārya", "slot": "nom:pl"}, {"form": "vividhāni", "kind": "adj", "lemma": "vividha", "slot": "n:nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s253	train	Mahābhārata	dhārayanti prajāḥ ca eva payasā haviṣā tathā	[{"form": "dhārayanti", "kind": "verb", "lemma": "dhāray", "slot": "3:pl"}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "acc:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "payasā", "kind": "noun", "lemma": "payas", "slot": "ins:sg"}, {"form": "haviṣā", "kind": "noun", "lemma": "havis", "slot": "ins:sg"}, {"form": "tathā", "kind": "ind", "lemma": "tathā", "slot": ""}]
s254	eval	Mahābhārata	brāhmaṇebhyaḥ prayacchanti dānāni vividhāni ca	[{"form": "brāhmaṇebhyaḥ", "kind": "noun", "lemma": "brāhmaṇa", "slot": "dat:pl"}, {"form": "prayacchanti", "kind": "verb", "lemma": "prayam", "slot": "3:pl"}, {"form": "dānāni", "kind": "noun", "lemma": "dāna", "slot": "acc:pl"}, {"form": "vividhāni", "kind": "adj", "lemma": "vividha", "slot": "n:acc:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s255	train	Mahābhārata	yamasya viṣayam ghoram martyaḥ lokaḥ prapadyate	[{"form": "yamasya", "kind": "noun", "lemma": "yama", "slot": "gen:sg"}, {"form": "viṣayam", "kind": "noun", "lemma": "viṣaya", "slot": "acc:sg"}, {"form": "ghoram", "kind": "adj", "lemma": "ghora", "slot": "m:acc:sg"}, {"form": "martyaḥ", "kind": "noun", "lemma": "martya", "slot": "nom:sg"}, {"form": "lokaḥ", "kind": "noun", "lemma": "loka", "slot": "nom:sg"}, {"form": "prapadyate", "kind": "verb", "lemma": "prapad", "slot": "3:sg"}]
s256	eval	Mahābhārata	sahitaḥ brāhmaṇena iha kṣatriyaḥ rakṣati prajāḥ	[{"form": "sahitaḥ", "kind": "adj", "lemma": "sahita", "slot": "m:nom:sg"}, {"form": "brāhmaṇena", "kind": "noun", "lemma": "brāhmaṇa", "slot": "ins:sg"}, {"form": "iha", "kind": "ind", "lemma": "iha", "slot": ""}, {"form": "kṣatriyaḥ", "kind": "noun", "lemma": "kṣatriya", "slot": "nom:sg"}, {"form": "rakṣati", "kind": "verb", "lemma": "rakṣ", "slot": "3:sg"}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "acc:pl"}]
s257	train	Mahābhārata	jyotiḥ sarvasya lokasya vipulam pratipadyate	[{"form": "jyotiḥ", "kind": "noun", "lemma": "jyotis", "slot": "acc:sg"}, {"form": "sarvasya", "kind": "adj", "lemma": "sarva", "slot": "m:gen:sg"}, {"form": "lokasya", "kind": "noun", "lemma": "loka", "slot": "gen:sg"}, {"form": "vipulam", "kind": "adj", "lemma": "vipula", "slot": "n:acc:sg"}, {"form": "pratipadyate", "kind": "verb", "lemma": "pratipad", "slot": "3:sg"}]
s258	train	Mahābhārata	tayā na viṣayam manye sarvaḥ vā viṣayaḥ mama	[{"form": "tayā", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "viṣayam", "kind": "noun", "lemma": "viṣaya", "slot": "acc:sg"}, {"form": "manye", "kind": "verb", "lemma": "man", "slot": "1:sg"}, {"form": "sarvaḥ", "kind": "adj", "lemma": "sarva", "slot": "m:nom:sg"}, {"form": "vā", "kind": "ind", "lemma": "vā", "slot": ""}, {"form": "viṣayaḥ", "kind": "noun", "lemma": "viṣaya", "slot": "nom:sg"}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}]
s259	train	Maitrāyaṇīsaṃhitā	viṣṇoḥ kramaḥ asi	[{"form": "viṣṇoḥ", "kind": "noun", "lemma": "viṣṇu", "slot": "gen:sg"}, {"form": "kramaḥ", "kind": "noun", "lemma": "krama", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s260	train	Maitrāyaṇīsaṃhitā	ājyasya ājyam asi haviṣaḥ haviḥ satyasya satyam	[{"form": "ājyasya", "kind": "noun", "lemma": "ājya", "slot": "gen:sg"}, {"form": "ājyam", "kind": "noun", "lemma": "ājya", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "haviṣaḥ", "kind": "noun", "lemma": "havis", "slot": "gen:sg"}, {"form": "haviḥ", "kind": "noun", "lemma": "havis", "slot": "nom:sg"}, {"form": "satyasya", "kind": "noun", "lemma": "satya", "slot": "gen:sg"}, {"form": "satyam", "kind": "noun", "lemma": "satya", "slot": "nom:sg"}]
s261	train	Maitrāyaṇīsaṃhitā	tapasaḥ tanūḥ asi prajāpateḥ varṇaḥ	[{"form": "tapasaḥ", "kind": "noun", "lemma": "tapas", "slot": "gen:sg"}, {"form": "tanūḥ", "kind": "noun", "lemma": "tanū", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "prajāpateḥ", "kind": "noun", "lemma": "prajāpati", "slot": "gen:sg"}, {"form": "varṇaḥ", "kind": "noun", "lemma": "varṇa", "slot": "nom:sg"}]
s262	train	Maitrāyaṇīsaṃhitā	agneḥ tanūḥ asi	[{"form": "agneḥ", "kind": "noun", "lemma": "agni", "slot": "gen:sg"}, {"form": "tanūḥ", "kind": "noun", "lemma": "tanū", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s263	eval	Maitrāyaṇīsaṃhitā	somasya tanūḥ asi	[{"form": "somasya", "kind": "noun", "lemma": "soma", "slot": "gen:sg"}, {"form": "tanūḥ", "kind": "noun", "lemma": "tanū", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s264	train	Maitrāyaṇīsaṃhitā	agneḥ bhasma asi	[{"form": "agneḥ", "kind": "noun", "lemma": "agni", "slot": "gen:sg"}, {"form": "bhasma", "kind": "noun", "lemma": "bhasman", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s265	train	Maitrāyaṇīsaṃhitā	viṣṇoḥ pṛṣṭham asi	[{"form": "viṣṇoḥ", "kind": "noun", "lemma": "viṣṇu", "slot": "gen:sg"}, {"form": "pṛṣṭham", "kind": "noun", "lemma": "pṛṣṭha", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s266	train	Maitrāyaṇīsaṃhitā	antarikṣasya haviḥ asi	[{"form": "antarikṣasya", "kind": "noun", "lemma": "antarikṣa", "slot": "gen:sg"}, {"form": "haviḥ", "kind": "noun", "lemma": "havis", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s267	train	Maitrāyaṇīsaṃhitā	putrasya nāma gṛhṇāti	[{"form": "putrasya", "kind": "noun", "lemma": "putra", "slot": "gen:sg"}, {"form": "nāma", "kind": "noun", "lemma": "nāman", "slot": "acc:sg"}, {"form": "gṛhṇāti", "kind": "verb", "lemma": "grah", "slot": "3:sg"}]
s268	train	Maitrāyaṇīsaṃhitā	manuṣyasya hi nāma gṛhṇāti	[{"form": "manuṣyasya", "kind": "noun", "lemma": "manuṣya", "slot": "gen:sg"}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "nāma", "kind": "noun", "lemma": "nāman", "slot": "acc:sg"}, {"form": "gṛhṇāti", "kind": "verb", "lemma": "grah", "slot": "3:sg"}]
s269	train	Maitrāyaṇīsaṃhitā	āyuḥ eva vīryam āpnoti	[{"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s270	eval	Maitrāyaṇīsaṃhitā	annena vaiśyaḥ bhadraḥ bhavati	[{"form": "annena", "kind": "noun", "lemma": "anna", "slot": "ins:sg"}, {"form": "vaiśyaḥ", "kind": "noun", "lemma": "vaiśya", "slot": "nom:sg"}, {"form": "bhadraḥ", "kind": "adj", "lemma": "bhadra", "slot": "m:nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s271	eval	Maitrāyaṇīsaṃhitā	ṛṣabheṣu eva retaḥ dadhāti	[{"form": "ṛṣabheṣu", "kind": "noun", "lemma": "ṛṣabha", "slot": "loc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "retaḥ", "kind": "noun", "lemma": "retas", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s272	eval	Maitrāyaṇīsaṃhitā	te āhavanīyam upatiṣṭhante	[{"form": "te", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āhavanīyam", "kind": "noun", "lemma": "āhavanīya", "slot": "acc:sg"}, {"form": "upatiṣṭhante", "kind": "verb", "lemma": "upasthā", "slot": "3:pl"}]
s273	eval	Maitrāyaṇīsaṃhitā	yāvān eva puruṣaḥ tam āpnoti	[{"form": "yāvān", "kind": "adj", "lemma": "yāvat", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "puruṣaḥ", "kind": "noun", "lemma": "puruṣa", "slot": "nom:sg"}, {"form": "tam", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s274	train	Maitrāyaṇīsaṃhitā	yāvān eva aśvaḥ tam āpnoti	[{"form": "yāvān", "kind": "adj", "lemma": "yāvat", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "aśvaḥ", "kind": "noun", "lemma": "aśva", "slot": "nom:sg"}, {"form": "tam", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s275	train	Maitrāyaṇīsaṃhitā	agneḥ āyuḥ asi	[{"form": "agneḥ", "kind": "noun", "lemma": "agni", "slot": "gen:sg"}, {"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s276	train	Maitrāyaṇīsaṃhitā	indrasya prāṇaḥ asi	[{"form": "indrasya", "kind": "noun", "lemma": "indra", "slot": "gen:sg"}, {"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s277	train	Maitrāyaṇīsaṃhitā	pitṝṇām prāṇaḥ asi	[{"form": "pitṝṇām", "kind": "noun", "lemma": "pitṛ", "slot": "gen:pl"}, {"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s278	train	Maitrāyaṇīsaṃhitā	viśveṣām devānām prāṇaḥ asi	[{"form": "viśveṣām", "kind": "adj", "lemma": "viśva", "slot": "m:gen:pl"}, {"form": "devānām", "kind": "noun", "lemma": "deva", "slot": "gen:pl"}, {"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s279	train	Maitrāyaṇīsaṃhitā	bṛhaspateḥ prāṇaḥ asi	[{"form": "bṛhaspateḥ", "kind": "noun", "lemma": "bṛhaspati", "slot": "gen:sg"}, {"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s280	train	Maitrāyaṇīsaṃhitā	prajāpateḥ prāṇaḥ asi	[{"form": "prajāpateḥ", "kind": "noun", "lemma": "prajāpati", "slot": "gen:sg"}, {"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s281	train	Maitrāyaṇīsaṃhitā	aśvinoḥ prāṇaḥ asi	[{"form": "aśvinoḥ", "kind": "noun", "lemma": "aśvin", "slot": "gen:du"}, {"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s282	train	Maitrāyaṇīsaṃhitā	tat āpnoti paśūn eva	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}, {"form": "paśūn", "kind": "noun", "lemma": "paśu", "slot": "acc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}]
s283	train	Maitrāyaṇīsaṃhitā	tat eva indriyam vīryam tejaḥ āpnoti	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "indriyam", "kind": "noun", "lemma": "indriya", "slot": "acc:sg"}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "tejaḥ", "kind": "noun", "lemma": "tejas", "slot": "acc:sg"}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s284	train	Maitrāyaṇīsaṃhitā	brahman tvam brahmā asi	[{"form": "brahman", "kind": "noun", "lemma": "brahman", "slot": "voc:sg"}, {"form": "tvam", "kind": "pron", "lemma": "tvad", "slot": ""}, {"form": "brahmā", "kind": "noun", "lemma": "brahman", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s285	train	Maitrāyaṇīsaṃhitā	agneḥ bhāgaḥ asi	[{"form": "agneḥ", "kind": "noun", "lemma": "agni", "slot": "gen:sg"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s286	train	Maitrāyaṇīsaṃhitā	indrasya bhāgaḥ asi	[{"form": "indrasya", "kind": "noun", "lemma": "indra", "slot": "gen:sg"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s287	eval	Maitrāyaṇīsaṃhitā	mitrasya bhāgaḥ asi	[{"form": "mitrasya", "kind": "noun", "lemma": "mitra", "slot": "gen:sg"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s288	train	Maitrāyaṇīsaṃhitā	adityāḥ bhāgaḥ asi	[{"form": "adityāḥ", "kind": "noun", "lemma": "aditi", "slot": "gen:sg"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s289	train	Maitrāyaṇīsaṃhitā	vasūnām bhāgaḥ asi	[{"form": "vasūnām", "kind": "noun", "lemma": "vasu", "slot": "gen:pl"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s290	eval	Maitrāyaṇīsaṃhitā	ādityānām bhāgaḥ asi	[{"form": "ādityānām", "kind": "noun", "lemma": "āditya", "slot": "gen:pl"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s291	train	Maitrāyaṇīsaṃhitā	savituḥ bhāgaḥ asi	[{"form": "savituḥ", "kind": "noun", "lemma": "savitṛ", "slot": "gen:sg"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s292	train	Maitrāyaṇīsaṃhitā	tapaḥ yoniḥ asi	[{"form": "tapaḥ", "kind": "noun", "lemma": "tapas", "slot": "nom:sg"}, {"form": "yoniḥ", "kind": "noun", "lemma": "yoni", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s293	train	Maitrāyaṇīsaṃhitā	yāvān eva paśuḥ tasmin āyuḥ dadhāti	[{"form": "yāvān", "kind": "adj", "lemma": "yāvat", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "paśuḥ", "kind": "noun", "lemma": "paśu", "slot": "nom:sg"}, {"form": "tasmin", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s294	train	Maitrāyaṇīsaṃhitā	āhutī dhattaḥ indriyam	[{"form": "āhutī", "kind": "noun", "lemma": "āhuti", "slot": "voc:du"}, {"form": "dhattaḥ", "kind": "verb", "lemma": "dhā", "slot": "3:du"}, {"form": "indriyam", "kind": "noun", "lemma": "indriya", "slot": "acc:sg"}]
s295	train	Matsyapurāṇa	na tatra sūryaḥ tapati na ca jānanti mānavāḥ	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "sūryaḥ", "kind": "noun", "lemma": "sūrya", "slot": "nom:sg"}, {"form": "tapati", "kind": "verb", "lemma": "tap", "slot": "3:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "jānanti", "kind": "verb", "lemma": "jñā", "slot": "3:pl"}, {"form": "mānavāḥ", "kind": "noun", "lemma": "mānava", "slot": "nom:pl"}]
s296	train	Mugdhāvabodhinī	bhogāḥ śarīre santi bhavanti	[{"form": "bhogāḥ", "kind": "noun", "lemma": "bhoga", "slot": "nom:pl"}, {"form": "śarīre", "kind": "noun", "lemma": "śarīra", "slot": "loc:sg"}, {"form": "santi", "kind": "verb", "lemma": "as", "slot": "3:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s297	train	Mātṛkābhedatantra	saḥ siddhim labhate nityam satyam satyam na saṃśayaḥ	[{"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "siddhim", "kind": "noun", "lemma": "siddhi", "slot": "acc:sg"}, {"form": "labhate", "kind": "verb", "lemma": "labh", "slot": "3:sg"}, {"form": "nityam", "kind": "ind", "lemma": "nityam", "slot": ""}, {"form": "satyam", "kind": "noun", "lemma": "satya", "slot": "nom:sg"}, {"form": "satyam", "kind": "noun", "lemma": "satya", "slot": "nom:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "saṃśayaḥ", "kind": "noun", "lemma": "saṃśaya", "slot": "nom:sg"}]
s298	train	Mīmāṃsāsūtrabhāṣya	na ca tat svargam lokam yāti	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "svargam", "kind": "noun", "lemma": "svarga", "slot": "acc:sg"}, {"form": "lokam", "kind": "noun", "lemma": "loka", "slot": "acc:sg"}, {"form": "yāti", "kind": "verb", "lemma": "yā", "slot": "3:sg"}]
s299	train	Mīmāṃsāsūtrabhāṣya	na iti brūmaḥ	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "brūmaḥ", "kind": "verb", "lemma": "brū", "slot": "1:pl"}]
s300	train	Mīmāṃsāsūtrabhāṣya	na hi atra pramāṇam asti	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "atra", "kind": "ind", "lemma": "atra", "slot": ""}, {"form": "pramāṇam", "kind": "noun", "lemma": "pramāṇa", "slot": "nom:sg"}, {"form": "asti", "kind": "verb", "lemma": "as", "slot": "3:sg"}]
s301	train	Mīmāṃsāsūtrabhāṣya	na pitā vardhate na mātā iti	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "pitā", "kind": "noun", "lemma": "pitṛ", "slot": "nom:sg"}, {"form": "vardhate", "kind": "verb", "lemma": "vṛdh", "slot": "3:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "mātā", "kind": "noun", "lemma": "mātṛ", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
